"","ENSEMBLE_ID","symbol","id_symbol"
"6773","ENSG00000133657","ATP13A3","ENSG00000133657;ATP13A3"
"10524","ENSG00000160789","LMNA","ENSG00000160789;LMNA"
"10511","ENSG00000160710","ADAR","ENSG00000160710;ADAR"
"16987","ENSG00000196177","ACADSB","ENSG00000196177;ACADSB"
"12243","ENSG00000167996","FTH1","ENSG00000167996;FTH1"
"10512","ENSG00000160712","IL6R","ENSG00000160712;IL6R"
"17116","ENSG00000196535","MYO18A","ENSG00000196535;MYO18A"
"4058","ENSG00000112378","PERP","ENSG00000112378;PERP"
"17533","ENSG00000197879","MYO1C","ENSG00000197879;MYO1C"
"17495","ENSG00000197756","RPL37A","ENSG00000197756;RPL37A"
"8710","ENSG00000145592","RPL37","ENSG00000145592;RPL37"
"8163","ENSG00000141753","IGFBP4","ENSG00000141753;IGFBP4"
"3493","ENSG00000108107","RPL28","ENSG00000108107;RPL28"
"11337","ENSG00000164403","SHROOM1","ENSG00000164403;SHROOM1"
"12039","ENSG00000167202","TBC1D2B","ENSG00000167202;TBC1D2B"
"4819","ENSG00000118514","ALDH8A1","ENSG00000118514;ALDH8A1"
"13643","ENSG00000174231","PRPF8","ENSG00000174231;PRPF8"
"811","ENSG00000060237","WNK1","ENSG00000060237;WNK1"
"13117","ENSG00000171747","LGALS4","ENSG00000171747;LGALS4"
"11648","ENSG00000165678","GHITM","ENSG00000165678;GHITM"
"14715","ENSG00000179761","PIPOX","ENSG00000179761;PIPOX"
"4442","ENSG00000115524","SF3B1","ENSG00000115524;SF3B1"
"9083","ENSG00000148396","SEC16A","ENSG00000148396;SEC16A"
"2527","ENSG00000101439","CST3","ENSG00000101439;CST3"
"5114","ENSG00000120915","EPHX2","ENSG00000120915;EPHX2"
"5688","ENSG00000125691","RPL23","ENSG00000125691;RPL23"
"1849","ENSG00000089693","MLF2","ENSG00000089693;MLF2"
"3721","ENSG00000109929","SC5D","ENSG00000109929;SC5D"
"17309","ENSG00000197157","SND1","ENSG00000197157;SND1"
"12964","ENSG00000171105","INSR","ENSG00000171105;INSR"
"28932","ENSG00000229807","XIST","ENSG00000229807;XIST"
"6404","ENSG00000131143","COX4I1","ENSG00000131143;COX4I1"
"1155","ENSG00000071537","SEL1L","ENSG00000071537;SEL1L"
"9182","ENSG00000149273","RPS3","ENSG00000149273;RPS3"
"13195","ENSG00000172037","LAMB2","ENSG00000172037;LAMB2"
"16051","ENSG00000185813","PCYT2","ENSG00000185813;PCYT2"
"4307","ENSG00000114650","SCAP","ENSG00000114650;SCAP"
"6216","ENSG00000130175","PRKCSH","ENSG00000130175;PRKCSH"
"16796","ENSG00000188846","RPL14","ENSG00000188846;RPL14"
"20363","ENSG00000206503","HLA-A","ENSG00000206503;HLA-A"
"1217","ENSG00000073060","SCARB1","ENSG00000073060;SCARB1"
"2367","ENSG00000100652","SLC10A1","ENSG00000100652;SLC10A1"
"7956","ENSG00000140416","TPM1","ENSG00000140416;TPM1"
"2580","ENSG00000101856","PGRMC1","ENSG00000101856;PGRMC1"
"7399","ENSG00000137076","TLN1","ENSG00000137076;TLN1"
"10690","ENSG00000162244","RPL29","ENSG00000162244;RPL29"
"331","ENSG00000013364","MVP","ENSG00000013364;MVP"
"2271","ENSG00000100342","APOL1","ENSG00000100342;APOL1"
"13575","ENSG00000173821","RNF213","ENSG00000173821;RNF213"
"14384","ENSG00000177954","RPS27","ENSG00000177954;RPS27"
"15176","ENSG00000182199","SHMT2","ENSG00000182199;SHMT2"
"12128","ENSG00000167615","LENG8","ENSG00000167615;LENG8"
"10242","ENSG00000158710","TAGLN2","ENSG00000158710;TAGLN2"
"1683","ENSG00000086062","B4GALT1","ENSG00000086062;B4GALT1"
"45462","ENSG00000259974","LINC00261","ENSG00000259974;LINC00261"
"9513","ENSG00000152291","TGOLN2","ENSG00000152291;TGOLN2"
"16168","ENSG00000186204","CYP4F12","ENSG00000186204;CYP4F12"
"9161","ENSG00000149115","TNKS1BP1","ENSG00000149115;TNKS1BP1"
"1422","ENSG00000078369","GNB1","ENSG00000078369;GNB1"
"5243","ENSG00000122218","COPA","ENSG00000122218;COPA"
"11593","ENSG00000165475","CRYL1","ENSG00000165475;CRYL1"
"3149","ENSG00000105640","RPL18A","ENSG00000105640;RPL18A"
"13153","ENSG00000171863","RPS7","ENSG00000171863;RPS7"
"45509","ENSG00000260032","NORAD","ENSG00000260032;NORAD"
"2464","ENSG00000101194","SLC17A9","ENSG00000101194;SLC17A9"
"8372","ENSG00000143375","CGN","ENSG00000143375;CGN"
"6880","ENSG00000134324","LPIN1","ENSG00000134324;LPIN1"
"6859","ENSG00000134250","NOTCH2","ENSG00000134250;NOTCH2"
"3397","ENSG00000107186","MPDZ","ENSG00000107186;MPDZ"
"10400","ENSG00000160007","ARHGAP35","ENSG00000160007;ARHGAP35"
"3400","ENSG00000107223","EDF1","ENSG00000107223;EDF1"
"4044","ENSG00000112306","RPS12","ENSG00000112306;RPS12"
"37114","ENSG00000244414","CFHR1","ENSG00000244414;CFHR1"
"7224","ENSG00000136156","ITM2B","ENSG00000136156;ITM2B"
"1963","ENSG00000092199","HNRNPC","ENSG00000092199;HNRNPC"
"96","ENSG00000005421","PON1","ENSG00000005421;PON1"
"4188","ENSG00000113504","SLC12A7","ENSG00000113504;SLC12A7"
"22386","ENSG00000213585","VDAC1","ENSG00000213585;VDAC1"
"10037","ENSG00000156976","EIF4A2","ENSG00000156976;EIF4A2"
"10443","ENSG00000160216","AGPAT3","ENSG00000160216;AGPAT3"
"8487","ENSG00000143947","RPS27A","ENSG00000143947;RPS27A"
"8384","ENSG00000143416","SELENBP1","ENSG00000143416;SELENBP1"
"5223","ENSG00000122026","RPL21","ENSG00000122026;RPL21"
"8997","ENSG00000147647","DPYS","ENSG00000147647;DPYS"
"3520","ENSG00000108389","MTMR4","ENSG00000108389;MTMR4"
"14986","ENSG00000181163","NPM1","ENSG00000181163;NPM1"
"16340","ENSG00000186951","PPARA","ENSG00000186951;PPARA"
"16364","ENSG00000187045","TMPRSS6","ENSG00000187045;TMPRSS6"
"3544","ENSG00000108518","PFN1","ENSG00000108518;PFN1"
"25277","ENSG00000224389","C4B","ENSG00000224389;C4B"
"6084","ENSG00000128928","IVD","ENSG00000128928;IVD"
"10724","ENSG00000162434","JAK1","ENSG00000162434;JAK1"
"2366","ENSG00000100650","SRSF5","ENSG00000100650;SRSF5"
"1281","ENSG00000074964","ARHGEF10L","ENSG00000074964;ARHGEF10L"
"19557","ENSG00000203485","INF2","ENSG00000203485;INF2"
"11160","ENSG00000163902","RPN1","ENSG00000163902;RPN1"
"2604","ENSG00000101981","F9","ENSG00000101981;F9"
"11468","ENSG00000164924","YWHAZ","ENSG00000164924;YWHAZ"
"12644","ENSG00000169715","MT1E","ENSG00000169715;MT1E"
"12908","ENSG00000170889","RPS9","ENSG00000170889;RPS9"
"6007","ENSG00000128309","MPST","ENSG00000128309;MPST"
"6338","ENSG00000130779","CLIP1","ENSG00000130779;CLIP1"
"15763","ENSG00000184640","SEPTIN9","ENSG00000184640;SEPTIN9"
"6277","ENSG00000130522","JUND","ENSG00000130522;JUND"
"1589","ENSG00000083223","TUT7","ENSG00000083223;TUT7"
"237","ENSG00000009724","MASP2","ENSG00000009724;MASP2"
"231","ENSG00000008988","RPS20","ENSG00000008988;RPS20"
"15636","ENSG00000184117","NIPSNAP1","ENSG00000184117;NIPSNAP1"
"12643","ENSG00000169714","CNBP","ENSG00000169714;CNBP"
"12649","ENSG00000169738","DCXR","ENSG00000169738;DCXR"
"14577","ENSG00000179010","MRFAP1","ENSG00000179010;MRFAP1"
"816","ENSG00000060566","CREB3L3","ENSG00000060566;CREB3L3"
"15488","ENSG00000183549","ACSM5","ENSG00000183549;ACSM5"
"7924","ENSG00000140263","SORD","ENSG00000140263;SORD"
"11208","ENSG00000164050","PLXNB1","ENSG00000164050;PLXNB1"
"2544","ENSG00000101474","APMAP","ENSG00000101474;APMAP"
"15345","ENSG00000182944","EWSR1","ENSG00000182944;EWSR1"
"48560","ENSG00000266412","NCOA4","ENSG00000266412;NCOA4"
"15343","ENSG00000182934","SRPRA","ENSG00000182934;SRPRA"
"10517","ENSG00000160752","FDPS","ENSG00000160752;FDPS"
"4997","ENSG00000120053","GOT1","ENSG00000120053;GOT1"
"17206","ENSG00000196821","ILRUN","ENSG00000196821;ILRUN"
"17361","ENSG00000197324","LRP10","ENSG00000197324;LRP10"
"12255","ENSG00000168036","CTNNB1","ENSG00000168036;CTNNB1"
"14600","ENSG00000179094","PER1","ENSG00000179094;PER1"
"7667","ENSG00000138449","SLC40A1","ENSG00000138449;SLC40A1"
"1982","ENSG00000092841","MYL6","ENSG00000092841;MYL6"
"1514","ENSG00000080910","CFHR2","ENSG00000080910;CFHR2"
"9134","ENSG00000148834","GSTO1","ENSG00000148834;GSTO1"
"2964","ENSG00000104805","NUCB1","ENSG00000104805;NUCB1"
"11374","ENSG00000164587","RPS14","ENSG00000164587;RPS14"
"3173","ENSG00000105699","LSR","ENSG00000105699;LSR"
"15139","ENSG00000182054","IDH2","ENSG00000182054;IDH2"
"12263","ENSG00000168066","SF1","ENSG00000168066;SF1"
"1257","ENSG00000074276","CDHR2","ENSG00000074276;CDHR2"
"4278","ENSG00000114378","HYAL1","ENSG00000114378;HYAL1"
"17790","ENSG00000198682","PAPSS2","ENSG00000198682;PAPSS2"
"9624","ENSG00000153187","HNRNPU","ENSG00000153187;HNRNPU"
"6074","ENSG00000128849","CGNL1","ENSG00000128849;CGNL1"
"3056","ENSG00000105223","PLD3","ENSG00000105223;PLD3"
"11893","ENSG00000166598","HSP90B1","ENSG00000166598;HSP90B1"
"4862","ENSG00000118985","ELL2","ENSG00000118985;ELL2"
"9122","ENSG00000148730","EIF4EBP2","ENSG00000148730;EIF4EBP2"
"161","ENSG00000006831","ADIPOR2","ENSG00000006831;ADIPOR2"
"11082","ENSG00000163660","CCNL1","ENSG00000163660;CCNL1"
"10737","ENSG00000162496","DHRS3","ENSG00000162496;DHRS3"
"10119","ENSG00000157654","PALM2AKAP2","ENSG00000157654;PALM2AKAP2"
"1263","ENSG00000074416","MGLL","ENSG00000074416;MGLL"
"6212","ENSG00000130164","LDLR","ENSG00000130164;LDLR"
"859","ENSG00000063245","EPN1","ENSG00000063245;EPN1"
"9198","ENSG00000149428","HYOU1","ENSG00000149428;HYOU1"
"33748","ENSG00000236882","LINC01554","ENSG00000236882;LINC01554"
"17397","ENSG00000197444","OGDHL","ENSG00000197444;OGDHL"
"9882","ENSG00000155660","PDIA4","ENSG00000155660;PDIA4"
"8691","ENSG00000145391","SETD7","ENSG00000145391;SETD7"
"37237","ENSG00000244731","C4A","ENSG00000244731;C4A"
"12666","ENSG00000169813","HNRNPF","ENSG00000169813;HNRNPF"
"24093","ENSG00000221978","CCNL2","ENSG00000221978;CCNL2"
"11524","ENSG00000165140","FBP1","ENSG00000165140;FBP1"
"11420","ENSG00000164742","ADCY1","ENSG00000164742;ADCY1"
"5301","ENSG00000122729","ACO1","ENSG00000122729;ACO1"
"12697","ENSG00000169926","KLF13","ENSG00000169926;KLF13"
"5976","ENSG00000128016","ZFP36","ENSG00000128016;ZFP36"
"36579","ENSG00000243156","MICAL3","ENSG00000243156;MICAL3"
"5255","ENSG00000122378","PRXL2A","ENSG00000122378;PRXL2A"
"2978","ENSG00000104853","CLPTM1","ENSG00000104853;CLPTM1"
"15371","ENSG00000183044","ABAT","ENSG00000183044;ABAT"
"9054","ENSG00000148218","ALAD","ENSG00000148218;ALAD"
"8925","ENSG00000147140","NONO","ENSG00000147140;NONO"
"3636","ENSG00000109111","SUPT6H","ENSG00000109111;SUPT6H"
"4343","ENSG00000114942","EEF1B2","ENSG00000114942;EEF1B2"
"2122","ENSG00000099834","CDHR5","ENSG00000099834;CDHR5"
"10781","ENSG00000162645","GBP2","ENSG00000162645;GBP2"
"11087","ENSG00000163682","RPL9","ENSG00000163682;RPL9"
"3871","ENSG00000111266","DUSP16","ENSG00000111266;DUSP16"
"12684","ENSG00000169894","MUC3A","ENSG00000169894;MUC3A"
"5503","ENSG00000124299","PEPD","ENSG00000124299;PEPD"
"13492","ENSG00000173402","DAG1","ENSG00000173402;DAG1"
"17006","ENSG00000196230","TUBB","ENSG00000196230;TUBB"
"12238","ENSG00000167986","DDB1","ENSG00000167986;DDB1"
"855","ENSG00000063177","RPL18","ENSG00000063177;RPL18"
"487","ENSG00000030582","GRN","ENSG00000030582;GRN"
"2079","ENSG00000099204","ABLIM1","ENSG00000099204;ABLIM1"
"1322","ENSG00000075785","RAB7A","ENSG00000075785;RAB7A"
"6451","ENSG00000131473","ACLY","ENSG00000131473;ACLY"
"4708","ENSG00000117450","PRDX1","ENSG00000117450;PRDX1"
"12535","ENSG00000169223","LMAN2","ENSG00000169223;LMAN2"
"7371","ENSG00000136930","PSMB7","ENSG00000136930;PSMB7"
"5251","ENSG00000122359","ANXA11","ENSG00000122359;ANXA11"
"5360","ENSG00000123240","OPTN","ENSG00000123240;OPTN"
"19767","ENSG00000204256","BRD2","ENSG00000204256;BRD2"
"10844","ENSG00000162882","HAAO","ENSG00000162882;HAAO"
"1613","ENSG00000083845","RPS5","ENSG00000083845;RPS5"
"4594","ENSG00000116678","LEPR","ENSG00000116678;LEPR"
"132","ENSG00000006327","TNFRSF12A","ENSG00000006327;TNFRSF12A"
"7774","ENSG00000139178","C1RL","ENSG00000139178;C1RL"
"10269","ENSG00000158864","NDUFS2","ENSG00000158864;NDUFS2"
"3829","ENSG00000110921","MVK","ENSG00000110921;MVK"
"2230","ENSG00000100239","PPP6R2","ENSG00000100239;PPP6R2"
"36897","ENSG00000243955","GSTA1","ENSG00000243955;GSTA1"
"17827","ENSG00000198755","RPL10A","ENSG00000198755;RPL10A"
"4475","ENSG00000115738","ID2","ENSG00000115738;ID2"
"10232","ENSG00000158571","PFKFB1","ENSG00000158571;PFKFB1"
"5893","ENSG00000127241","MASP1","ENSG00000127241;MASP1"
"10292","ENSG00000159140","SON","ENSG00000159140;SON"
"9878","ENSG00000155629","PIK3AP1","ENSG00000155629;PIK3AP1"
"1440","ENSG00000078808","SDF4","ENSG00000078808;SDF4"
"9299","ENSG00000150527","MIA2","ENSG00000150527;MIA2"
"774","ENSG00000057608","GDI2","ENSG00000057608;GDI2"
"16440","ENSG00000187514","PTMA","ENSG00000187514;PTMA"
"7851","ENSG00000139641","ESYT1","ENSG00000139641;ESYT1"
"4837","ENSG00000118705","RPN2","ENSG00000118705;RPN2"
"15421","ENSG00000183255","PTTG1IP","ENSG00000183255;PTTG1IP"
"3623","ENSG00000109062","SLC9A3R1","ENSG00000109062;SLC9A3R1"
"5047","ENSG00000120437","ACAT2","ENSG00000120437;ACAT2"
"12119","ENSG00000167588","GPD1","ENSG00000167588;GPD1"
"3613","ENSG00000108953","YWHAE","ENSG00000108953;YWHAE"
"14348","ENSG00000177731","FLII","ENSG00000177731;FLII"
"7381","ENSG00000136942","RPL35","ENSG00000136942;RPL35"
"10695","ENSG00000162337","LRP5","ENSG00000162337;LRP5"
"17844","ENSG00000198793","MTOR","ENSG00000198793;MTOR"
"292","ENSG00000011304","PTBP1","ENSG00000011304;PTBP1"
"14315","ENSG00000177600","RPLP2","ENSG00000177600;RPLP2"
"9868","ENSG00000155506","LARP1","ENSG00000155506;LARP1"
"10733","ENSG00000162482","AKR7A3","ENSG00000162482;AKR7A3"
"4884","ENSG00000119318","RAD23B","ENSG00000119318;RAD23B"
"15097","ENSG00000181830","SLC35C1","ENSG00000181830;SLC35C1"
"2790","ENSG00000103257","SLC7A5","ENSG00000103257;SLC7A5"
"5594","ENSG00000124839","RAB17","ENSG00000124839;RAB17"
"2901","ENSG00000104325","DECR1","ENSG00000104325;DECR1"
"32305","ENSG00000234745","HLA-B","ENSG00000234745;HLA-B"
"4405","ENSG00000115310","RTN4","ENSG00000115310;RTN4"
"4099","ENSG00000112715","VEGFA","ENSG00000112715;VEGFA"
"909","ENSG00000065000","AP3D1","ENSG00000065000;AP3D1"
"8506","ENSG00000144040","SFXN5","ENSG00000144040;SFXN5"
"4010","ENSG00000112159","MDN1","ENSG00000112159;MDN1"
"867","ENSG00000063854","HAGH","ENSG00000063854;HAGH"
"9597","ENSG00000152990","ADGRA3","ENSG00000152990;ADGRA3"
"3979","ENSG00000111897","SERINC1","ENSG00000111897;SERINC1"
"4516","ENSG00000116016","EPAS1","ENSG00000116016;EPAS1"
"12519","ENSG00000169174","PCSK9","ENSG00000169174;PCSK9"
"4548","ENSG00000116209","TMEM59","ENSG00000116209;TMEM59"
"3348","ENSG00000106682","EIF4H","ENSG00000106682;EIF4H"
"16713","ENSG00000188559","RALGAPA2","ENSG00000188559;RALGAPA2"
"1682","ENSG00000086061","DNAJA1","ENSG00000086061;DNAJA1"
"15227","ENSG00000182446","NPLOC4","ENSG00000182446;NPLOC4"
"1176","ENSG00000072110","ACTN1","ENSG00000072110;ACTN1"
"2969","ENSG00000104823","ECH1","ENSG00000104823;ECH1"
"2872","ENSG00000104067","TJP1","ENSG00000104067;TJP1"
"11285","ENSG00000164237","CMBL","ENSG00000164237;CMBL"
"1606","ENSG00000083807","SLC27A5","ENSG00000083807;SLC27A5"
"4579","ENSG00000116560","SFPQ","ENSG00000116560;SFPQ"
"9739","ENSG00000154262","ABCA6","ENSG00000154262;ABCA6"
"9680","ENSG00000153827","TRIP12","ENSG00000153827;TRIP12"
"1738","ENSG00000087274","ADD1","ENSG00000087274;ADD1"
"6592","ENSG00000132471","WBP2","ENSG00000132471;WBP2"
"11240","ENSG00000164111","ANXA5","ENSG00000164111;ANXA5"
"6797","ENSG00000133872","SARAF","ENSG00000133872;SARAF"
"48","ENSG00000004142","POLDIP2","ENSG00000004142;POLDIP2"
"13458","ENSG00000173230","GOLGB1","ENSG00000173230;GOLGB1"
"3229","ENSG00000105976","MET","ENSG00000105976;MET"
"4125","ENSG00000112977","DAP","ENSG00000112977;DAP"
"414","ENSG00000021852","C8B","ENSG00000021852;C8B"
"8157","ENSG00000141736","ERBB2","ENSG00000141736;ERBB2"
"9204","ENSG00000149476","TKFC","ENSG00000149476;TKFC"
"1146","ENSG00000071127","WDR1","ENSG00000071127;WDR1"
"3660","ENSG00000109332","UBE2D3","ENSG00000109332;UBE2D3"
"4693","ENSG00000117335","CD46","ENSG00000117335;CD46"
"6009","ENSG00000128311","TST","ENSG00000128311;TST"
"9162","ENSG00000149124","GLYAT","ENSG00000149124;GLYAT"
"7233","ENSG00000136205","TNS3","ENSG00000136205;TNS3"
"19852","ENSG00000204463","BAG6","ENSG00000204463;BAG6"
"17331","ENSG00000197226","TBC1D9B","ENSG00000197226;TBC1D9B"
"5624","ENSG00000125304","TM9SF2","ENSG00000125304;TM9SF2"
"10851","ENSG00000162896","PIGR","ENSG00000162896;PIGR"
"3410","ENSG00000107331","ABCA2","ENSG00000107331;ABCA2"
"11646","ENSG00000165672","PRDX3","ENSG00000165672;PRDX3"
"3605","ENSG00000108861","DUSP3","ENSG00000108861;DUSP3"
"5398","ENSG00000123562","MORF4L2","ENSG00000123562;MORF4L2"
"8820","ENSG00000146278","PNRC1","ENSG00000146278;PNRC1"
"2178","ENSG00000100075","SLC25A1","ENSG00000100075;SLC25A1"
"1898","ENSG00000090861","AARS1","ENSG00000090861;AARS1"
"2562","ENSG00000101670","LIPG","ENSG00000101670;LIPG"
"10052","ENSG00000157103","SLC6A1","ENSG00000157103;SLC6A1"
"6996","ENSG00000135047","CTSL","ENSG00000135047;CTSL"
"4779","ENSG00000118181","RPS25","ENSG00000118181;RPS25"
"3880","ENSG00000111321","LTBR","ENSG00000111321;LTBR"
"13266","ENSG00000172340","SUCLG2","ENSG00000172340;SUCLG2"
"650","ENSG00000048828","FAM120A","ENSG00000048828;FAM120A"
"6448","ENSG00000131469","RPL27","ENSG00000131469;RPL27"
"14997","ENSG00000181222","POLR2A","ENSG00000181222;POLR2A"
"6300","ENSG00000130649","CYP2E1","ENSG00000130649;CYP2E1"
"2291","ENSG00000100380","ST13","ENSG00000100380;ST13"
"11005","ENSG00000163468","CCT3","ENSG00000163468;CCT3"
"10117","ENSG00000157637","SLC38A10","ENSG00000157637;SLC38A10"
"6376","ENSG00000131016","AKAP12","ENSG00000131016;AKAP12"
"16711","ENSG00000188554","NBR1","ENSG00000188554;NBR1"
"13295","ENSG00000172456","FGGY","ENSG00000172456;FGGY"
"32","ENSG00000002933","TMEM176A","ENSG00000002933;TMEM176A"
"13183","ENSG00000171992","SYNPO","ENSG00000171992;SYNPO"
"9860","ENSG00000155368","DBI","ENSG00000155368;DBI"
"9032","ENSG00000147955","SIGMAR1","ENSG00000147955;SIGMAR1"
"24088","ENSG00000221963","APOL6","ENSG00000221963;APOL6"
"12094","ENSG00000167508","MVD","ENSG00000167508;MVD"
"1272","ENSG00000074696","HACD3","ENSG00000074696;HACD3"
"10692","ENSG00000162298","SYVN1","ENSG00000162298;SYVN1"
"15087","ENSG00000181789","COPG1","ENSG00000181789;COPG1"
"4689","ENSG00000117305","HMGCL","ENSG00000117305;HMGCL"
"7410","ENSG00000137124","ALDH1B1","ENSG00000137124;ALDH1B1"
"13444","ENSG00000173193","PARP14","ENSG00000173193;PARP14"
"12610","ENSG00000169567","HINT1","ENSG00000169567;HINT1"
"11353","ENSG00000164466","SFXN1","ENSG00000164466;SFXN1"
"8441","ENSG00000143653","SCCPDH","ENSG00000143653;SCCPDH"
"13162","ENSG00000171903","CYP4F11","ENSG00000171903;CYP4F11"
"1617","ENSG00000084070","SMAP2","ENSG00000084070;SMAP2"
"5425","ENSG00000123843","C4BPB","ENSG00000123843;C4BPB"
"13818","ENSG00000175166","PSMD2","ENSG00000175166;PSMD2"
"48703","ENSG00000266714","MYO15B","ENSG00000266714;MYO15B"
"17008","ENSG00000196235","SUPT5H","ENSG00000196235;SUPT5H"
"251","ENSG00000010256","UQCRC1","ENSG00000010256;UQCRC1"
"8860","ENSG00000146648","EGFR","ENSG00000146648;EGFR"
"4275","ENSG00000114353","GNAI2","ENSG00000114353;GNAI2"
"2024","ENSG00000095321","CRAT","ENSG00000095321;CRAT"
"11169","ENSG00000163931","TKT","ENSG00000163931;TKT"
"7001","ENSG00000135069","PSAT1","ENSG00000135069;PSAT1"
"8500","ENSG00000144028","SNRNP200","ENSG00000144028;SNRNP200"
"2388","ENSG00000100813","ACIN1","ENSG00000100813;ACIN1"
"1931","ENSG00000091527","CDV3","ENSG00000091527;CDV3"
"4623","ENSG00000116791","CRYZ","ENSG00000116791;CRYZ"
"16634","ENSG00000188229","TUBB4B","ENSG00000188229;TUBB4B"
"5111","ENSG00000120907","ADRA1A","ENSG00000120907;ADRA1A"
"6385","ENSG00000131051","RBM39","ENSG00000131051;RBM39"
"6593","ENSG00000132475","H3-3B","ENSG00000132475;H3-3B"
"4721","ENSG00000117523","PRRC2C","ENSG00000117523;PRRC2C"
"6418","ENSG00000131236","CAP1","ENSG00000131236;CAP1"
"4281","ENSG00000114391","RPL24","ENSG00000114391;RPL24"
"17464","ENSG00000197635","DPP4","ENSG00000197635;DPP4"
"3387","ENSG00000107104","KANK1","ENSG00000107104;KANK1"
"14165","ENSG00000176919","C8G","ENSG00000176919;C8G"
"8417","ENSG00000143549","TPM3","ENSG00000143549;TPM3"
"2118","ENSG00000099814","CEP170B","ENSG00000099814;CEP170B"
"8281","ENSG00000142864","SERBP1","ENSG00000142864;SERBP1"
"1821","ENSG00000089154","GCN1","ENSG00000089154;GCN1"
"17077","ENSG00000196419","XRCC6","ENSG00000196419;XRCC6"
"4616","ENSG00000116754","SRSF11","ENSG00000116754;SRSF11"
"10058","ENSG00000157131","C8A","ENSG00000157131;C8A"
"8723","ENSG00000145703","IQGAP2","ENSG00000145703;IQGAP2"
"22978","ENSG00000215021","PHB2","ENSG00000215021;PHB2"
"3205","ENSG00000105854","PON2","ENSG00000105854;PON2"
"204","ENSG00000008130","NADK","ENSG00000008130;NADK"
"8483","ENSG00000143921","ABCG8","ENSG00000143921;ABCG8"
"8598","ENSG00000144711","IQSEC1","ENSG00000144711;IQSEC1"
"4393","ENSG00000115268","RPS15","ENSG00000115268;RPS15"
"8176","ENSG00000141959","PFKL","ENSG00000141959;PFKL"
"555","ENSG00000039068","CDH1","ENSG00000039068;CDH1"
"7580","ENSG00000138029","HADHB","ENSG00000138029;HADHB"
"14219","ENSG00000177169","ULK1","ENSG00000177169;ULK1"
"319","ENSG00000012660","ELOVL5","ENSG00000012660;ELOVL5"
"4750","ENSG00000117707","PROX1","ENSG00000117707;PROX1"
"1453","ENSG00000079246","XRCC5","ENSG00000079246;XRCC5"
"9566","ENSG00000152700","SAR1B","ENSG00000152700;SAR1B"
"1143","ENSG00000071054","MAP4K4","ENSG00000071054;MAP4K4"
"7272","ENSG00000136448","NMT1","ENSG00000136448;NMT1"
"7329","ENSG00000136802","LRRC8A","ENSG00000136802;LRRC8A"
"5781","ENSG00000126012","KDM5C","ENSG00000126012;KDM5C"
"1701","ENSG00000086598","TMED2","ENSG00000086598;TMED2"
"3906","ENSG00000111540","RAB5B","ENSG00000111540;RAB5B"
"6663","ENSG00000132837","DMGDH","ENSG00000132837;DMGDH"
"1474","ENSG00000079739","PGM1","ENSG00000079739;PGM1"
"5592","ENSG00000124831","LRRFIP1","ENSG00000124831;LRRFIP1"
"6495","ENSG00000131791","PRKAB2","ENSG00000131791;PRKAB2"
"7333","ENSG00000136813","ECPAS","ENSG00000136813;ECPAS"
"15427","ENSG00000183283","DAZAP2","ENSG00000183283;DAZAP2"
"17704","ENSG00000198408","OGA","ENSG00000198408;OGA"
"9290","ENSG00000150403","TMCO3","ENSG00000150403;TMCO3"
"14563","ENSG00000178952","TUFM","ENSG00000178952;TUFM"
"13312","ENSG00000172497","ACOT12","ENSG00000172497;ACOT12"
"17159","ENSG00000196660","SLC30A10","ENSG00000196660;SLC30A10"
